total number of customers ,Revenue ,Total _duration ,hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,stays_in_week_nights,arrival_date_day_of_month,stays_in_weekend_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
2,288,3,Resort Hotel,0,225,2016,May,22,3,26,0,2,0,0,BB,GBR,Groups,Direct,0,0,0,A,F,0,No Deposit,87,223,0,Transient-Party,96,0,0,Check-Out,2016-05-29
2,216,3,Resort Hotel,0,225,2016,May,22,3,26,0,2,0,0,BB,GBR,Groups,Direct,0,0,0,A,A,1,No Deposit,87,223,0,Transient-Party,72,1,0,Check-Out,2016-05-29
1,180,3,Resort Hotel,0,225,2016,May,22,3,26,0,1,0,0,BB,GBR,Groups,Direct,0,0,0,A,A,2,No Deposit,87,223,0,Transient-Party,60,0,0,Check-Out,2016-05-29
1,180,3,Resort Hotel,0,225,2016,May,22,3,26,0,1,0,0,BB,GBR,Groups,Direct,0,0,0,A,A,2,No Deposit,87,223,0,Transient-Party,60,0,0,Check-Out,2016-05-29
1,177,3,Resort Hotel,1,22,2016,May,22,3,26,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,1,No Deposit,87,281,0,Transient,59,0,1,Canceled,2016-05-11
3,303,3,Resort Hotel,0,225,2016,May,22,3,26,0,3,0,0,BB,GBR,Groups,Direct,0,0,0,A,C,2,No Deposit,87,223,0,Transient-Party,101,0,0,Check-Out,2016-05-29
1,180,3,Resort Hotel,0,225,2016,May,22,3,26,0,1,0,0,BB,ROU,Groups,Direct,0,0,0,A,A,2,No Deposit,87,223,0,Transient-Party,60,0,0,Check-Out,2016-05-29
1,198,3,Resort Hotel,0,225,2016,May,22,3,26,0,1,0,0,BB,GBR,Groups,Direct,0,0,0,A,A,2,No Deposit,87,223,0,Transient-Party,66,1,0,Check-Out,2016-05-29
1,192,3,Resort Hotel,0,225,2016,May,22,3,26,0,1,0,0,BB,GBR,Groups,Direct,0,0,0,A,A,2,No Deposit,87,223,0,Transient-Party,64,0,0,Check-Out,2016-05-29
1,248,4,Resort Hotel,0,225,2016,May,22,3,26,1,1,0,0,BB,GBR,Groups,Direct,0,0,0,A,A,2,No Deposit,87,223,0,Transient-Party,62,0,0,Check-Out,2016-05-30
2,264,4,Resort Hotel,0,225,2016,May,22,3,26,1,2,0,0,BB,GBR,Groups,Direct,0,0,0,A,D,2,No Deposit,87,223,0,Transient-Party,66,0,0,Check-Out,2016-05-30
2,288,4,Resort Hotel,0,225,2016,May,22,3,26,1,2,0,0,BB,GBR,Groups,Direct,0,0,0,A,C,2,No Deposit,87,223,0,Transient-Party,72,1,0,Check-Out,2016-05-30
2,264,4,Resort Hotel,0,225,2016,May,22,3,26,1,2,0,0,BB,GBR,Groups,Direct,0,0,0,A,C,2,No Deposit,87,223,0,Transient-Party,66,0,0,Check-Out,2016-05-30
2,264,4,Resort Hotel,0,225,2016,May,22,3,26,1,2,0,0,BB,GBR,Groups,Direct,0,0,0,A,D,2,No Deposit,87,223,0,Transient-Party,66,0,0,Check-Out,2016-05-30
1,240,4,Resort Hotel,0,225,2016,May,22,3,26,1,1,0,0,BB,GBR,Groups,Direct,0,0,0,A,A,2,No Deposit,87,223,0,Transient-Party,60,0,0,Check-Out,2016-05-30
2,264,4,Resort Hotel,0,225,2016,May,22,3,26,1,2,0,0,BB,GBR,Groups,Direct,0,0,0,A,C,2,No Deposit,87,223,0,Transient-Party,66,0,0,Check-Out,2016-05-30
2,168,4,Resort Hotel,1,70,2017,February,8,4,22,0,2,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,87,405,0,Transient-Party,42,0,0,Canceled,2017-02-01
2,168,4,Resort Hotel,1,70,2017,February,8,4,22,0,2,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,87,405,0,Transient-Party,42,0,0,Canceled,2016-12-14
2,168,4,Resort Hotel,1,70,2017,February,8,4,22,0,2,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,87,405,0,Transient-Party,42,0,0,Canceled,2016-12-14
2,168,4,Resort Hotel,1,70,2017,February,8,4,22,0,2,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,87,405,0,Transient-Party,42,0,0,Canceled,2017-02-01
2,168,4,Resort Hotel,1,70,2017,February,8,4,22,0,2,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,87,405,0,Transient-Party,42,0,0,Canceled,2016-12-14
3,232,4,Resort Hotel,1,70,2017,February,8,4,22,0,3,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,C,1,No Deposit,87,405,0,Transient-Party,58,0,0,Canceled,2017-02-01
2,168,4,Resort Hotel,1,70,2017,February,8,4,22,0,2,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,87,405,0,Transient-Party,42,0,0,Canceled,2016-12-14
2,168,4,Resort Hotel,1,70,2017,February,8,4,22,0,2,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,87,405,0,Transient-Party,42,0,0,Canceled,2016-12-14
2,168,4,Resort Hotel,1,70,2017,February,8,4,22,0,2,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,87,405,0,Transient-Party,42,0,0,Canceled,2016-12-14
2,42,1,Resort Hotel,1,23,2017,February,8,1,24,0,2,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,2,No Deposit,87,405,0,Transient-Party,42,0,0,No-Show,2017-02-24
1,87,3,Resort Hotel,0,7,2017,March,9,3,2,0,1,0,0,BB,BEL,Groups,TA/TO,0,0,0,A,C,1,No Deposit,87,223,0,Transient-Party,29,0,1,Check-Out,2017-03-05
2,141,3,Resort Hotel,1,8,2017,March,9,2,3,1,2,0,0,BB,PRT,Groups,Corporate,0,0,0,D,D,2,No Deposit,87,223,0,Transient-Party,47,0,0,No-Show,2017-03-03
2,272,4,Resort Hotel,0,225,2016,May,22,3,26,1,2,0,0,BB,GBR,Groups,Direct,0,0,0,A,C,2,No Deposit,87,223,0,Transient-Party,68,0,0,Check-Out,2016-05-30
1,240,4,Resort Hotel,0,225,2016,May,22,3,26,1,1,0,0,BB,GBR,Groups,Direct,0,0,0,A,A,2,No Deposit,87,223,0,Transient-Party,60,0,0,Check-Out,2016-05-30
1,240,4,Resort Hotel,0,225,2016,May,22,3,26,1,1,0,0,BB,GBR,Groups,Direct,0,0,0,A,A,2,No Deposit,87,223,0,Transient-Party,60,0,0,Check-Out,2016-05-30
2,264,4,Resort Hotel,0,225,2016,May,22,3,26,1,2,0,0,BB,GBR,Groups,Direct,0,0,0,A,E,2,No Deposit,87,223,0,Transient-Party,66,1,0,Check-Out,2016-05-30
2,264,4,Resort Hotel,0,225,2016,May,22,3,26,1,2,0,0,BB,GBR,Groups,Direct,0,0,0,A,D,2,No Deposit,87,223,0,Transient-Party,66,0,0,Check-Out,2016-05-30
1,240,4,Resort Hotel,0,225,2016,May,22,3,26,1,1,0,0,BB,GBR,Groups,Direct,0,0,0,A,A,2,No Deposit,87,223,0,Transient-Party,60,1,0,Check-Out,2016-05-30
1,240,4,Resort Hotel,0,225,2016,May,22,3,26,1,1,0,0,BB,GBR,Groups,Direct,0,0,0,A,A,2,No Deposit,87,223,0,Transient-Party,60,0,0,Check-Out,2016-05-30
2,184,4,Resort Hotel,0,225,2016,May,22,3,26,1,2,0,0,BB,GBR,Groups,Direct,0,0,0,A,E,2,No Deposit,87,223,0,Transient-Party,46,0,0,Check-Out,2016-05-30
1,240,4,Resort Hotel,0,225,2016,May,22,3,26,1,1,0,0,BB,GBR,Groups,Direct,0,0,0,A,A,3,No Deposit,87,223,0,Transient-Party,60,0,0,Check-Out,2016-05-30
1,240,4,Resort Hotel,0,225,2016,May,22,3,26,1,1,0,0,BB,GBR,Groups,Direct,0,0,0,A,A,2,No Deposit,87,223,0,Transient-Party,60,1,0,Check-Out,2016-05-30
2,288,4,Resort Hotel,0,225,2016,May,22,3,26,1,2,0,0,BB,GBR,Groups,Direct,0,0,0,A,D,2,No Deposit,87,223,0,Transient-Party,72,1,0,Check-Out,2016-05-30
2,186,4,Resort Hotel,0,225,2016,May,22,3,26,1,2,0,0,BB,GBR,Groups,Direct,0,0,0,A,D,3,No Deposit,87,223,0,Transient-Party,46.5,0,0,Check-Out,2016-05-30
2,400,5,Resort Hotel,0,225,2016,May,22,3,26,2,2,0,0,BB,GBR,Groups,Direct,0,0,0,A,A,2,Refundable,87,223,0,Transient-Party,80,2,0,Check-Out,2016-05-31
1,30,5,Resort Hotel,0,225,2016,May,22,3,26,2,1,0,0,BB,GBR,Groups,Direct,0,0,0,A,I,2,Non Refund,87,223,0,Transient-Party,6,1,0,Check-Out,2016-05-31
1,180,3,Resort Hotel,0,225,2016,May,22,3,26,0,1,0,0,BB,GBR,Groups,Direct,0,0,0,A,A,2,No Deposit,87,223,0,Transient-Party,60,0,0,Check-Out,2016-05-29
1,180,3,Resort Hotel,0,225,2016,May,22,3,26,0,1,0,0,BB,GBR,Groups,Direct,0,0,0,A,A,2,No Deposit,87,223,0,Transient-Party,60,0,0,Check-Out,2016-05-29
1,180,3,Resort Hotel,0,225,2016,May,22,3,26,0,1,0,0,BB,GBR,Groups,Direct,0,0,0,A,A,2,No Deposit,87,223,0,Transient-Party,60,0,0,Check-Out,2016-05-29
1,180,3,Resort Hotel,0,225,2016,May,22,3,26,0,1,0,0,BB,GBR,Groups,Direct,0,0,0,A,A,2,No Deposit,87,223,0,Transient-Party,60,0,0,Check-Out,2016-05-29
1,58,1,Resort Hotel,1,7,2016,May,22,1,27,0,1,0,0,HB,PRT,Groups,Corporate,0,0,0,A,A,0,Non Refund,87,20,0,Transient,58,0,0,Canceled,2016-05-25
1,58,1,Resort Hotel,1,7,2016,May,22,1,27,0,1,0,0,HB,PRT,Groups,Corporate,0,0,0,A,A,0,Non Refund,87,20,0,Transient,58,0,0,Canceled,2016-05-25
1,58,1,Resort Hotel,1,7,2016,May,22,1,27,0,1,0,0,HB,PRT,Groups,Corporate,0,0,0,A,A,0,Non Refund,87,20,0,Transient,58,0,0,Canceled,2016-05-25
1,58,1,Resort Hotel,1,7,2016,May,22,1,27,0,1,0,0,HB,PRT,Groups,Corporate,0,0,0,A,A,0,Non Refund,87,20,0,Transient,58,0,0,Canceled,2016-05-25
1,58,1,Resort Hotel,1,7,2016,May,22,1,27,0,1,0,0,HB,PRT,Groups,Corporate,0,0,0,A,A,0,Non Refund,87,20,0,Transient,58,0,0,Canceled,2016-05-25
1,58,1,Resort Hotel,1,7,2016,May,22,1,27,0,1,0,0,HB,PRT,Groups,Corporate,0,0,0,A,A,0,Non Refund,87,20,0,Transient,58,0,0,Canceled,2016-05-25
1,58,1,Resort Hotel,1,7,2016,May,22,1,27,0,1,0,0,HB,PRT,Groups,Corporate,0,0,0,A,A,0,Non Refund,87,20,0,Transient,58,0,0,Canceled,2016-05-25
1,58,1,Resort Hotel,1,7,2016,May,22,1,27,0,1,0,0,HB,PRT,Groups,Corporate,0,0,0,A,A,0,Non Refund,87,20,0,Transient,58,0,0,Canceled,2016-05-25
1,120,2,Resort Hotel,0,226,2016,May,22,2,27,0,1,0,0,BB,GBR,Groups,Direct,0,0,0,A,D,3,Non Refund,87,223,0,Transient-Party,60,0,0,Check-Out,2016-05-29
1,60,1,Resort Hotel,1,227,2016,May,22,1,28,0,1,0,0,BB,PRT,Groups,Direct,0,0,0,A,A,4,Non Refund,87,223,0,Transient-Party,60,0,0,No-Show,2016-05-28
1,0,0,Resort Hotel,0,0,2016,May,23,0,30,0,1,0,0,BB,PRT,Groups,Direct,0,0,0,A,I,0,No Deposit,87,223,0,Transient-Party,0,0,0,Check-Out,2016-05-30
1,0,0,Resort Hotel,0,0,2016,May,23,0,30,0,1,0,0,BB,GBR,Groups,Direct,0,0,0,A,I,0,No Deposit,87,223,0,Transient-Party,0,0,0,Check-Out,2016-05-30
2,0,0,Resort Hotel,0,229,2016,May,23,0,30,0,2,0,0,BB,PRT,Groups,Direct,0,0,0,A,D,5,No Deposit,87,223,0,Transient-Party,0,0,0,Check-Out,2016-05-30
1,285,5,Resort Hotel,1,0,2016,May,23,4,30,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,87,195,0,Transient,57,0,0,No-Show,2016-05-30
1,57,1,Resort Hotel,1,7,2016,June,23,1,1,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,87,83,0,Transient,57,0,0,Canceled,2016-05-31
1,57,1,Resort Hotel,1,2,2016,June,23,1,1,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,87,83,0,Transient,57,0,0,Canceled,2016-06-01
1,116,2,Resort Hotel,0,19,2016,June,25,0,12,2,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,87,154,0,Transient,58,0,1,Check-Out,2016-06-14
1,79,1,Resort Hotel,0,2,2016,June,26,1,22,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,F,0,No Deposit,87,331,0,Transient,79,0,0,Check-Out,2016-06-23
1,158,2,Resort Hotel,1,10,2016,June,27,1,27,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,87,416,0,Transient,79,0,0,Canceled,2016-06-24
1,105,1,Resort Hotel,1,16,2016,July,28,1,6,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,87,331,0,Transient,105,0,0,Canceled,2016-06-21
1,126,1,Resort Hotel,1,8,2016,July,28,1,7,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,87,51,0,Transient,126,0,0,Canceled,2016-07-01
1,126,1,Resort Hotel,1,6,2016,July,30,0,18,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,87,53,0,Transient,126,0,0,Canceled,2016-07-14
1,115,1,Resort Hotel,1,29,2016,July,30,1,20,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,87,331,0,Transient,115,0,0,Canceled,2016-06-21
1,73,1,Resort Hotel,1,1,2016,July,30,1,20,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,2,No Deposit,87,204,0,Transient,73,0,2,Canceled,2016-07-20
2,366,5,Resort Hotel,0,336,2016,September,38,3,15,2,2,0,0,BB,GBR,Groups,Direct,0,0,0,A,A,1,No Deposit,87,223,0,Transient-Party,73.2,0,0,Check-Out,2016-09-20
2,330,5,Resort Hotel,0,336,2016,September,38,3,15,2,2,0,0,BB,GBR,Groups,Direct,0,0,0,A,A,1,No Deposit,87,223,0,Transient-Party,66,0,0,Check-Out,2016-09-20
2,366,5,Resort Hotel,0,336,2016,September,38,3,15,2,2,0,0,BB,GBR,Groups,Direct,0,0,0,A,A,2,No Deposit,87,223,0,Transient-Party,73.2,0,0,Check-Out,2016-09-20
1,300,5,Resort Hotel,0,336,2016,September,38,3,15,2,1,0,0,BB,GBR,Groups,Direct,0,0,0,A,A,2,No Deposit,87,223,0,Transient-Party,60,0,0,Check-Out,2016-09-20
1,300,5,Resort Hotel,0,336,2016,September,38,3,15,2,1,0,0,BB,GBR,Groups,Direct,0,0,0,A,A,2,No Deposit,87,223,0,Transient-Party,60,1,0,Check-Out,2016-09-20
1,59,1,Resort Hotel,1,6,2016,September,39,0,19,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,87,34,0,Transient,59,0,0,Canceled,2016-09-13
1,0,7,Resort Hotel,1,19,2016,September,40,5,26,2,1,0,0,BB,PRT,Complementary,Direct,0,0,0,A,A,0,No Deposit,87,84,0,Transient,0,0,0,Canceled,2016-09-26
2,116.1,1,Resort Hotel,1,127,2016,September,40,1,29,0,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,87,360,0,Transient-Party,116.1,0,0,Canceled,2016-09-02
2,250,5,Resort Hotel,1,7,2016,October,41,4,5,1,2,0,0,BB,PRT,Groups,Corporate,0,0,0,A,A,0,No Deposit,87,405,0,Transient-Party,50,0,0,Canceled,2016-09-28
2,250,5,Resort Hotel,1,7,2016,October,41,4,5,1,2,0,0,BB,PRT,Groups,Corporate,0,0,0,A,A,0,No Deposit,87,405,0,Transient-Party,50,0,0,Canceled,2016-09-28
2,250,5,Resort Hotel,1,7,2016,October,41,4,5,1,2,0,0,BB,PRT,Groups,Corporate,0,0,0,A,A,0,No Deposit,87,405,0,Transient-Party,50,0,0,Canceled,2016-09-28
2,610.02,9,Resort Hotel,0,359,2016,October,41,7,7,2,2,0,0,BB,GBR,Groups,Corporate,0,0,0,A,D,1,No Deposit,87,223,0,Transient-Party,67.78,0,1,Check-Out,2016-10-16
2,648,9,Resort Hotel,0,360,2016,October,41,6,8,3,2,0,0,BB,GBR,Groups,Corporate,0,0,0,A,D,4,No Deposit,87,223,0,Transient-Party,72,1,1,Check-Out,2016-10-17
2,884,10,Resort Hotel,0,360,2016,October,41,6,8,4,2,0,0,BB,GBR,Groups,Corporate,0,0,0,A,F,2,No Deposit,87,223,0,Transient-Party,88.4,1,0,Check-Out,2016-10-18
2,918,10,Resort Hotel,0,360,2016,October,41,6,8,4,2,0,0,BB,GBR,Groups,Corporate,0,0,0,E,E,2,No Deposit,87,223,0,Transient-Party,91.8,0,0,Check-Out,2016-10-18
1,41.4,1,Resort Hotel,1,10,2016,October,42,0,10,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,87,394,0,Transient-Party,41.4,0,0,Canceled,2016-10-04
1,41.4,1,Resort Hotel,1,10,2016,October,42,0,10,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,87,394,0,Transient-Party,41.4,0,0,Canceled,2016-10-04
2,476,7,Resort Hotel,0,362,2016,October,42,5,10,2,2,0,0,BB,GBR,Groups,Corporate,0,0,0,A,A,1,No Deposit,87,223,0,Transient-Party,68,0,0,Check-Out,2016-10-17
2,396,6,Resort Hotel,0,363,2016,October,42,5,11,1,2,0,0,BB,GBR,Groups,Corporate,0,0,0,A,F,3,No Deposit,87,223,0,Transient-Party,66,0,0,Check-Out,2016-10-17
2,462,7,Resort Hotel,0,363,2016,October,42,5,11,2,2,0,0,BB,GBR,Groups,Corporate,0,0,0,A,D,1,No Deposit,87,223,0,Transient-Party,66,0,0,Check-Out,2016-10-18
1,180,3,Resort Hotel,0,364,2016,October,42,3,12,0,1,0,0,BB,GBR,Groups,Corporate,0,0,0,A,H,1,No Deposit,87,223,0,Transient-Party,60,0,0,Check-Out,2016-10-15
2,264,4,Resort Hotel,0,364,2016,October,42,4,12,0,2,0,0,BB,GBR,Groups,Corporate,0,0,0,A,D,0,No Deposit,87,223,0,Transient-Party,66,0,0,Check-Out,2016-10-16
2,184,4,Resort Hotel,1,364,2016,October,42,4,12,0,2,0,0,BB,PRT,Groups,Corporate,0,0,0,A,A,0,No Deposit,87,223,0,Transient-Party,46,0,0,Canceled,2016-09-29
2,184,4,Resort Hotel,1,364,2016,October,42,4,12,0,2,0,0,BB,PRT,Groups,Corporate,0,0,0,A,A,0,No Deposit,87,223,0,Transient-Party,46,0,0,Canceled,2016-09-29
2,264,4,Resort Hotel,0,364,2016,October,42,4,12,0,2,0,0,BB,GBR,Groups,Corporate,0,0,0,A,D,0,No Deposit,87,223,0,Transient-Party,66,0,0,Check-Out,2016-10-16
2,264,4,Resort Hotel,0,364,2016,October,42,4,12,0,2,0,0,BB,GBR,Groups,Corporate,0,0,0,A,A,3,No Deposit,87,223,0,Transient-Party,66,0,0,Check-Out,2016-10-16
2,264,4,Resort Hotel,0,364,2016,October,42,4,12,0,2,0,0,BB,GBR,Groups,Corporate,0,0,0,A,A,0,No Deposit,87,223,0,Transient-Party,66,0,0,Check-Out,2016-10-16
1,78,2,Resort Hotel,1,2,2016,October,42,2,12,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,87,94,0,Transient,39,0,0,Canceled,2016-10-10
2,264,4,Resort Hotel,0,364,2016,October,42,4,12,0,2,0,0,BB,GBR,Groups,Corporate,0,0,0,A,A,2,No Deposit,87,223,0,Transient-Party,66,0,0,Check-Out,2016-10-16
1,264,4,Resort Hotel,0,364,2016,October,42,4,12,0,1,0,0,BB,GBR,Groups,Corporate,0,0,0,A,A,1,No Deposit,87,223,0,Transient-Party,66,1,0,Check-Out,2016-10-16
1,240,4,Resort Hotel,0,364,2016,October,42,4,12,0,1,0,0,BB,GBR,Groups,Corporate,0,0,0,A,A,1,No Deposit,87,223,0,Transient-Party,60,0,0,Check-Out,2016-10-16
1,240,4,Resort Hotel,0,364,2016,October,42,4,12,0,1,0,0,BB,GBR,Groups,Corporate,0,0,0,A,A,1,No Deposit,87,223,0,Transient-Party,60,0,0,Check-Out,2016-10-16
1,264,4,Resort Hotel,0,364,2016,October,42,4,12,0,1,0,0,BB,PRT,Groups,Corporate,0,0,0,A,A,1,No Deposit,87,223,0,Transient-Party,66,1,0,Check-Out,2016-10-16
1,240,4,Resort Hotel,0,364,2016,October,42,4,12,0,1,0,0,BB,GBR,Groups,Corporate,0,0,0,A,D,0,No Deposit,87,223,0,Transient-Party,60,0,0,Check-Out,2016-10-16
2,264,4,Resort Hotel,0,364,2016,October,42,4,12,0,2,0,0,BB,GBR,Groups,Corporate,0,0,0,A,D,0,No Deposit,87,223,0,Transient-Party,66,0,0,Check-Out,2016-10-16
2,264,4,Resort Hotel,0,364,2016,October,42,4,12,0,2,0,0,BB,GBR,Groups,Corporate,0,0,0,A,H,0,No Deposit,87,223,0,Transient-Party,66,0,0,Check-Out,2016-10-16
1,240,4,Resort Hotel,0,364,2016,October,42,4,12,0,1,0,0,BB,GBR,Groups,Corporate,0,0,0,A,A,1,No Deposit,87,223,0,Transient-Party,60,0,0,Check-Out,2016-10-16
2,264,4,Resort Hotel,0,364,2016,October,42,4,12,0,2,0,0,BB,GBR,Groups,Corporate,0,0,0,A,D,0,No Deposit,87,223,0,Transient-Party,66,0,0,Check-Out,2016-10-16
2,229.5,2,Resort Hotel,1,183,2016,July,31,2,26,0,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,87,395,0,Transient,114.75,0,0,Canceled,2016-07-13
2,197.1,1,Resort Hotel,1,12,2016,August,34,0,14,1,2,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,87,102,0,Transient,197.1,0,0,Canceled,2016-08-05
2,486.01,7,Resort Hotel,0,334,2016,September,38,5,13,2,2,0,0,BB,GBR,Groups,Direct,0,0,0,A,A,2,No Deposit,87,223,0,Transient-Party,69.43,0,0,Check-Out,2016-09-20
2,382,5,Resort Hotel,0,335,2016,September,38,4,14,1,2,0,0,BB,GBR,Groups,Direct,0,0,0,A,A,2,No Deposit,87,223,0,Transient-Party,76.4,1,0,Check-Out,2016-09-19
1,330,5,Resort Hotel,0,335,2016,September,38,4,14,1,1,0,0,BB,GBR,Groups,Direct,0,0,0,A,A,5,No Deposit,87,223,0,Transient-Party,66,1,0,Check-Out,2016-09-19
1,408,6,Resort Hotel,0,335,2016,September,38,4,14,2,1,0,0,BB,GBR,Groups,Direct,0,0,0,A,A,3,No Deposit,87,223,0,Transient-Party,68,1,0,Check-Out,2016-09-20
2,426,6,Resort Hotel,0,335,2016,September,38,4,14,2,2,0,0,BB,GBR,Groups,Direct,0,0,0,A,A,1,No Deposit,87,223,0,Transient-Party,71,1,0,Check-Out,2016-09-20
2,408,6,Resort Hotel,0,335,2016,September,38,4,14,2,2,0,0,BB,GBR,Groups,Direct,0,0,0,A,A,2,No Deposit,87,223,0,Transient-Party,68,0,0,Check-Out,2016-09-20
2,546,7,Resort Hotel,0,335,2016,September,38,5,14,2,2,0,0,BB,GBR,Groups,Direct,0,0,0,A,A,1,No Deposit,87,223,0,Transient-Party,78,1,0,Check-Out,2016-09-21
2,198,3,Resort Hotel,0,336,2016,September,38,3,15,0,2,0,0,BB,GBR,Groups,Direct,0,0,0,A,A,0,No Deposit,87,223,0,Transient-Party,66,0,0,Check-Out,2016-09-18
2,198,3,Resort Hotel,0,336,2016,September,38,3,15,0,2,0,0,BB,GBR,Groups,Direct,0,0,0,A,E,0,No Deposit,87,223,0,Transient-Party,66,0,0,Check-Out,2016-09-18
1,180,3,Resort Hotel,0,336,2016,September,38,3,15,0,1,0,0,BB,GBR,Groups,Direct,0,0,0,A,A,1,No Deposit,87,223,0,Transient-Party,60,0,0,Check-Out,2016-09-18
2,204,3,Resort Hotel,0,336,2016,September,38,3,15,0,2,0,0,BB,GBR,Groups,Direct,0,0,0,A,E,0,No Deposit,87,223,0,Transient-Party,68,0,0,Check-Out,2016-09-18
2,198,3,Resort Hotel,0,336,2016,September,38,3,15,0,2,0,0,BB,GBR,Groups,Direct,0,0,0,A,A,0,No Deposit,87,223,0,Transient-Party,66,0,0,Check-Out,2016-09-18
2,210,3,Resort Hotel,0,336,2016,September,38,3,15,0,2,0,0,BB,GBR,Groups,Direct,0,0,0,A,E,0,No Deposit,87,223,0,Transient-Party,70,0,0,Check-Out,2016-09-18
2,222,3,Resort Hotel,0,336,2016,September,38,3,15,0,2,0,0,BB,GBR,Groups,Direct,0,0,0,A,D,0,No Deposit,87,223,0,Transient-Party,74,0,0,Check-Out,2016-09-18
2,234,3,Resort Hotel,0,336,2016,September,38,3,15,0,2,0,0,BB,GBR,Groups,Direct,0,0,0,A,E,0,No Deposit,87,223,0,Transient-Party,78,1,0,Check-Out,2016-09-18
2,204,3,Resort Hotel,0,336,2016,September,38,3,15,0,2,0,0,BB,GBR,Groups,Direct,0,0,0,A,A,2,No Deposit,87,223,0,Transient-Party,68,0,0,Check-Out,2016-09-18
2,198,3,Resort Hotel,1,336,2016,September,38,3,15,0,2,0,0,BB,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,87,223,0,Transient-Party,66,0,0,Canceled,2016-09-07
2,222,3,Resort Hotel,0,336,2016,September,38,3,15,0,2,0,0,BB,GBR,Groups,Direct,0,0,0,A,E,0,No Deposit,87,223,0,Transient-Party,74,0,0,Check-Out,2016-09-18
2,222,3,Resort Hotel,0,336,2016,September,38,3,15,0,2,0,0,BB,GBR,Groups,Direct,0,0,0,A,E,0,No Deposit,87,223,0,Transient-Party,74,1,0,Check-Out,2016-09-18
2,198,3,Resort Hotel,0,336,2016,September,38,3,15,0,2,0,0,BB,GBR,Groups,Direct,0,0,0,A,A,0,No Deposit,87,223,0,Transient-Party,66,0,0,Check-Out,2016-09-18
1,180,3,Resort Hotel,0,336,2016,September,38,3,15,0,1,0,0,BB,GBR,Groups,Direct,0,0,0,A,A,1,No Deposit,87,223,0,Transient-Party,60,0,0,Check-Out,2016-09-18
2,198,3,Resort Hotel,0,336,2016,September,38,3,15,0,2,0,0,BB,GBR,Groups,Direct,0,0,0,A,E,0,No Deposit,87,223,0,Transient-Party,66,0,0,Check-Out,2016-09-18
2,222,3,Resort Hotel,0,336,2016,September,38,3,15,0,2,0,0,BB,GBR,Groups,Direct,0,0,0,A,A,0,No Deposit,87,223,0,Transient-Party,74,0,0,Check-Out,2016-09-18
1,248,4,Resort Hotel,0,336,2016,September,38,3,15,1,1,0,0,BB,GBR,Groups,Direct,0,0,0,A,A,1,No Deposit,87,223,0,Transient-Party,62,0,0,Check-Out,2016-09-19
